"","customer.ID","gender","age","educaton","marital.status","income","dependent.count","card.category","months.on.book","relationship.count","months.inactive","contacts.count.12","credit.limit","revolving.balance","open.to.buy","transaction.amount.Q4.Q1","transaction.amount.12","transaction.count","transaction.change","utilization.ratio","churn"
"3109",709562358,"female",55,"unknown","single","<40K",2,"Blue",43,6,1,5,5353,1594,3759,0.973,4456,79,0.837,0.298,"no"
"3110",715391433,"male",38,"graduate","married","60K-80K",0,"Blue",33,5,4,4,11741,1560,10181,0.773,2143,41,0.783,0.133,"no"
"3111",708722583,"female",39,"uneducated","single","<40K",4,"Blue",36,5,3,1,2609,1656,953,0.657,3024,64,0.6,0.635,"no"
"3112",720452508,"female",51,"college","married","unknown",1,"Blue",37,4,3,1,11167,0,11167,0.622,3848,74,0.762,0,"no"
"3113",714566958,"male",44,"highschool","married","80K-120K",3,"Blue",36,4,2,5,20882,1420,19462,0.857,2291,40,0.6,0.068,"no"
"3114",816084333,"male",42,"unknown","single",">120K",2,"Gold",37,5,2,2,34516,1230,33286,0.72,3260,63,1.1,0.036,"no"
"3115",806179683,"female",63,"college","single","40K-60K",1,"Blue",56,5,3,2,3071,2044,1027,0.91,4433,68,0.659,0.666,"no"
"3116",806244183,"male",39,"graduate","divorced","60K-80K",2,"Blue",34,5,1,4,2267,0,2267,0.875,4544,84,0.75,0,"no"
"3117",787999533,"male",52,"highschool","single",">120K",2,"Blue",44,4,2,2,6617,2517,4100,0.459,3595,68,0.659,0.38,"no"
"3118",718358808,"female",57,"highschool","divorced","<40K",2,"Blue",50,5,3,5,3276,0,3276,0.972,3758,61,0.694,0,"no"
"3119",718474683,"male",36,"highschool","married",">120K",0,"Blue",24,3,3,2,10097,2139,7958,1.408,3092,67,0.763,0.212,"no"
"3120",716908158,"female",42,"college","married","<40K",3,"Blue",36,6,2,1,8260,2517,5743,1.049,3299,64,0.73,0.305,"no"
"3121",713984208,"male",52,"graduate","married","40K-60K",4,"Blue",33,5,2,1,5776,874,4902,0.894,4029,72,0.636,0.151,"no"
"3122",713013483,"female",40,"graduate","divorced","<40K",4,"Blue",36,5,3,3,1438.3,915,523.3,0.464,3754,58,0.611,0.636,"no"
"3123",754599558,"female",40,"college","single","<40K",3,"Blue",33,5,3,1,7207,2002,5205,0.828,3825,70,0.707,0.278,"no"
"3124",788739633,"male",38,"unknown","married",">120K",1,"Blue",16,3,1,4,2106,238,1868,0.61,2136,40,0.905,0.113,"yes"
"3125",712411908,"male",44,"highschool","married","60K-80K",3,"Blue",34,4,2,5,21158,0,21158,0.633,4071,67,0.811,0,"no"
"3126",717538683,"male",43,"graduate","married",">120K",3,"Blue",36,3,2,2,22906,1132,21774,0.942,3204,64,0.73,0.049,"no"
"3127",709447908,"male",45,"graduate","married","60K-80K",2,"Blue",33,4,3,4,2648,2309,339,1.006,3281,63,0.853,0.872,"no"
"3128",816834933,"female",34,"graduate","single","unknown",4,"Silver",29,6,2,2,30702,673,30029,0.721,2652,64,0.524,0.022,"no"
"3129",718963158,"male",49,"unknown","single",">120K",1,"Blue",40,5,3,1,34516,0,34516,0.759,3230,64,0.561,0,"no"
"3130",714358008,"female",53,"college","divorced","unknown",1,"Blue",36,3,1,3,17054,0,17054,0.673,4659,72,0.6,0,"no"
"3131",720758808,"male",38,"college","single","60K-80K",3,"Blue",18,5,1,5,16317,0,16317,0.566,1995,54,0.929,0,"yes"
"3132",708255633,"male",36,"graduate","single","80K-120K",1,"Blue",27,3,2,4,3761,1710,2051,0.627,3240,65,0.585,0.455,"no"
"3133",716101308,"male",48,"unknown","married","40K-60K",3,"Blue",35,6,3,4,2173,0,2173,0.857,4251,60,0.714,0,"no"
"3134",715986258,"female",53,"uneducated","single","40K-60K",1,"Silver",41,3,3,2,15845,1675,14170,0.514,4037,68,0.447,0.106,"no"
"3135",715858008,"female",49,"uneducated","married","40K-60K",1,"Blue",39,2,3,3,8061,2517,5544,0.352,1224,31,0.409,0.312,"yes"
"3136",806226933,"male",37,"highschool","unknown",">120K",2,"Blue",32,6,1,1,34516,0,34516,0.928,3660,59,1.107,0,"no"
"3137",708361833,"male",44,"graduate","married","80K-120K",4,"Blue",36,3,2,3,19430,0,19430,1.012,3650,80,0.633,0,"no"
"3138",778422933,"female",42,"unknown","single","unknown",1,"Blue",22,4,2,2,19127,985,18142,0.966,3323,56,0.931,0.051,"no"
"3139",708957183,"male",48,"unknown","divorced","40K-60K",0,"Blue",36,3,1,0,2708,2517,191,0.568,2198,41,0.864,0.929,"no"
"3140",718000383,"female",60,"graduate","single","unknown",1,"Blue",51,3,3,4,23566,1147,22419,0.629,4274,64,0.641,0.049,"no"
"3141",714466458,"female",49,"highschool","married","unknown",2,"Blue",35,4,3,2,2532,2124,408,0.715,3400,76,0.727,0.839,"no"
"3142",719608308,"male",37,"highschool","single","60K-80K",2,"Blue",29,3,2,3,9829,2517,7312,0.59,2927,73,1.212,0.256,"no"
"3143",792995808,"female",57,"post-graduate","single","40K-60K",3,"Blue",51,5,4,5,7226,1689,5537,0.83,3474,67,0.763,0.234,"no"
"3144",716211258,"female",59,"college","unknown","<40K",1,"Blue",49,6,5,4,4072,0,4072,0.464,1966,43,1.15,0,"no"
"3145",779289033,"female",46,"uneducated","single","unknown",3,"Blue",28,4,1,5,21646,1778,19868,1.071,3328,61,0.794,0.082,"no"
"3146",719356008,"female",39,"graduate","single","<40K",3,"Blue",36,4,3,4,1438.3,0,1438.3,1.022,4548,69,0.917,0,"no"
"3147",718503108,"male",40,"unknown","married",">120K",3,"Blue",26,3,3,1,14046,1994,12052,0.437,3792,77,0.604,0.142,"no"
"3148",779661033,"male",49,"unknown","married","60K-80K",4,"Silver",32,5,2,3,25620,1107,24513,0.971,3503,66,0.65,0.043,"no"
"3149",813053733,"male",53,"unknown","single",">120K",4,"Blue",48,3,3,4,34516,278,34238,0.817,3029,49,0.4,0.008,"yes"
"3150",718354683,"female",59,"graduate","single","40K-60K",0,"Silver",45,6,3,3,21358,1225,20133,0.681,3646,77,0.75,0.057,"no"
"3151",720529308,"male",63,"highschool","single","60K-80K",0,"Blue",48,5,3,1,1856,0,1856,0.5,1805,46,0.769,0,"yes"
"3152",787578183,"male",36,"highschool","single","80K-120K",3,"Blue",28,5,3,2,1438.3,0,1438.3,1.041,3204,68,0.838,0,"no"
"3153",737952333,"male",64,"graduate","single","<40K",1,"Blue",56,3,1,5,2586,0,2586,0.631,3435,65,0.585,0,"no"
"3154",779498058,"male",39,"graduate","married","80K-120K",2,"Blue",21,5,3,3,3281,1272,2009,0.799,2006,34,0.545,0.388,"no"
"3155",799707858,"female",50,"highschool","married","<40K",1,"Blue",42,6,1,2,7115,2000,5115,0.769,3584,57,0.966,0.281,"no"
"3156",719543208,"female",38,"uneducated","single","unknown",3,"Blue",36,5,3,3,13220,848,12372,0.825,3789,72,0.565,0.064,"no"
"3157",797743233,"male",45,"uneducated","unknown","60K-80K",3,"Blue",39,3,2,3,5996,865,5131,0.511,4542,77,0.481,0.144,"no"
"3158",710658483,"male",47,"graduate","unknown","40K-60K",4,"Blue",34,2,3,6,9080,2174,6906,0.653,2098,46,0.586,0.239,"yes"
"3159",715399908,"female",54,"highschool","single","unknown",2,"Blue",45,5,3,5,7563,1465,6098,0.511,4175,67,0.718,0.194,"no"
"3160",710288883,"female",40,"graduate","married","<40K",1,"Blue",32,4,1,5,8749,1654,7095,0.695,5054,73,0.553,0.189,"no"
"3161",719912808,"male",52,"highschool","single","60K-80K",2,"Blue",39,3,3,4,14973,0,14973,0.706,4288,72,0.6,0,"no"
"3162",720247158,"male",63,"graduate","single","unknown",0,"Blue",36,6,3,2,7108,600,6508,0.813,3787,68,0.619,0.084,"no"
"3163",718672233,"female",48,"graduate","single","unknown",1,"Blue",38,3,2,2,23007,1239,21768,0.713,3395,63,0.465,0.054,"no"
"3164",789593058,"male",46,"college","married","60K-80K",5,"Blue",39,3,2,3,24248,1020,23228,1.19,3311,84,0.75,0.042,"no"
"3165",710278458,"male",52,"highschool","single","80K-120K",2,"Blue",43,4,3,3,11617,2517,9100,0.457,1643,43,0.483,0.217,"yes"
"3166",714467733,"male",45,"graduate","married","60K-80K",2,"Silver",36,3,2,3,30428,1721,28707,0.717,4178,69,0.605,0.057,"no"
"3167",803026008,"male",48,"unknown","married","80K-120K",3,"Blue",42,3,6,2,6805,1448,5357,0.836,3463,65,0.711,0.213,"no"
"3168",772000533,"male",59,"graduate","married","60K-80K",1,"Blue",48,4,3,2,14257,1113,13144,0.406,1809,23,0.278,0.078,"no"
"3169",811035483,"male",47,"uneducated","divorced",">120K",3,"Silver",42,2,4,5,34516,0,34516,0.521,1641,35,0.591,0,"yes"
"3170",715480983,"female",55,"college","single","<40K",2,"Blue",36,5,2,3,5719,892,4827,0.589,3403,68,0.417,0.156,"no"
"3171",819997983,"male",53,"unknown","married","80K-120K",5,"Blue",48,6,1,0,9517,1869,7648,0.821,1453,26,0.857,0.196,"no"
"3172",807593058,"female",41,"unknown","single","40K-60K",3,"Blue",36,3,2,4,5317,0,5317,0.699,2003,29,0.318,0,"yes"
"3173",720437358,"male",40,"graduate","single","40K-60K",3,"Blue",32,5,1,2,2526,2303,223,0.836,3596,69,0.568,0.912,"no"
"3174",719465733,"female",52,"highschool","single","<40K",2,"Blue",44,6,3,3,2971,0,2971,1.154,4458,63,0.615,0,"no"
"3175",711978858,"male",59,"graduate","single","<40K",2,"Blue",49,6,3,2,6834,900,5934,0.605,4422,70,0.628,0.132,"no"
"3176",814364808,"female",36,"uneducated","married","unknown",2,"Blue",31,5,3,1,3002,1002,2000,1.033,2624,46,1,0.334,"no"
"3177",788820933,"male",59,"graduate","single","60K-80K",2,"Blue",42,3,2,2,16727,1380,15347,0.605,3511,73,0.622,0.083,"no"
"3178",713316558,"male",41,"highschool","married","60K-80K",4,"Blue",29,3,2,2,4573,0,4573,0.703,3776,70,0.944,0,"no"
"3179",779856483,"male",38,"post-graduate","single","80K-120K",2,"Blue",22,4,1,2,15410,0,15410,0.638,3368,69,0.533,0,"no"
"3180",717085983,"female",44,"highschool","single","40K-60K",2,"Blue",25,6,2,3,3299,2517,782,0.981,4312,84,0.787,0.763,"no"
"3181",788030208,"female",42,"uneducated","single","<40K",2,"Silver",33,1,2,3,13453,2517,10936,0.619,1904,42,0.448,0.187,"yes"
"3182",709914858,"female",48,"graduate","married","<40K",2,"Blue",36,4,1,2,6362,1705,4657,0.644,5169,84,0.474,0.268,"no"
"3183",716111808,"female",57,"unknown","married","<40K",2,"Blue",49,5,3,1,2679,2011,668,0.466,1723,28,0.75,0.751,"no"
"3184",708618933,"male",34,"uneducated","single",">120K",2,"Blue",13,6,3,2,4369,2049,2320,0.865,3259,80,0.6,0.469,"no"
"3185",720446508,"female",50,"uneducated","single","<40K",2,"Blue",36,5,3,2,1721,1037,684,0.721,2681,57,0.727,0.603,"no"
"3186",756488883,"male",41,"uneducated","single","80K-120K",2,"Blue",34,6,2,2,2196,1619,577,0.656,2040,65,0.711,0.737,"no"
"3187",708414033,"male",50,"graduate","married","40K-60K",4,"Blue",38,6,3,3,2845,1153,1692,0.836,3730,66,0.941,0.405,"no"
"3188",756727233,"male",49,"highschool","single",">120K",2,"Blue",42,3,2,4,21144,1190,19954,0.5,4895,66,0.784,0.056,"no"
"3189",720379533,"male",47,"unknown","unknown",">120K",3,"Blue",36,1,3,4,3952,0,3952,0.809,2066,37,0.233,0,"yes"
"3190",720340383,"female",45,"graduate","married","<40K",2,"Blue",25,4,2,2,3518,2035,1483,0.567,4034,82,0.673,0.578,"no"
"3191",771453033,"male",47,"highschool","married","60K-80K",3,"Blue",35,5,1,2,17343,1280,16063,1.314,3170,57,0.629,0.074,"no"
"3192",708747708,"male",43,"graduate","married","80K-120K",3,"Blue",33,4,1,2,3498,0,3498,1.109,2512,56,0.867,0,"no"
"3193",712460433,"male",39,"uneducated","single","40K-60K",2,"Blue",25,4,1,3,9121,1426,7695,0.666,4112,80,0.481,0.156,"no"
"3194",719801508,"male",36,"uneducated","unknown",">120K",1,"Blue",23,6,3,3,20230,798,19432,0.592,4314,82,0.708,0.039,"no"
"3195",720983733,"male",44,"unknown","single","60K-80K",3,"Blue",36,2,3,3,15422,864,14558,0.578,2136,54,0.8,0.056,"yes"
"3196",713657733,"male",47,"unknown","single","60K-80K",4,"Blue",36,5,3,1,9132,800,8332,0.62,3809,71,0.511,0.088,"no"
"3197",709955958,"female",41,"highschool","single","<40K",1,"Blue",33,4,2,0,8054,1023,7031,0.75,3374,45,0.875,0.127,"no"
"3198",719099583,"male",42,"graduate","married","40K-60K",3,"Blue",34,3,2,3,1640,1444,196,0.423,1360,33,0.222,0.88,"yes"
"3199",719513733,"male",48,"doctorate","married","80K-120K",3,"Blue",41,3,3,4,8739,0,8739,0.715,4276,69,0.769,0,"no"
"3200",710654808,"male",46,"graduate","single","80K-120K",4,"Blue",36,3,1,4,1818,0,1818,0.672,2308,44,0.467,0,"yes"
"3201",719651358,"female",46,"uneducated","single","unknown",4,"Blue",33,3,3,3,24949,1749,23200,0.626,4092,77,0.54,0.07,"no"
"3202",718917408,"female",46,"graduate","married","40K-60K",3,"Blue",38,4,3,3,3115,1136,1979,0.499,3704,70,0.458,0.365,"no"
"3203",808753758,"male",52,"uneducated","divorced",">120K",2,"Blue",47,5,2,2,29695,1525,28170,0.529,4109,71,0.614,0.051,"no"
"3204",711699183,"male",56,"uneducated","divorced","60K-80K",2,"Blue",50,4,1,2,7261,1079,6182,1.312,3723,58,1.071,0.149,"no"
"3205",711196458,"female",38,"unknown","married","<40K",1,"Blue",20,2,2,3,1621,580,1041,0.421,1893,41,0.171,0.358,"yes"
"3206",772565883,"male",41,"highschool","single","80K-120K",0,"Blue",31,3,5,2,33472,2517,30955,0.633,4719,70,0.667,0.075,"no"
"3207",717203958,"male",51,"graduate","married","40K-60K",3,"Blue",36,6,3,2,11512,988,10524,0.569,1842,32,1.133,0.086,"no"
"3208",769701258,"female",26,"unknown","unknown","unknown",0,"Blue",18,3,3,3,12463,1319,11144,0.655,3996,71,0.543,0.106,"no"
"3209",714933783,"male",51,"graduate","married","60K-80K",2,"Blue",37,5,1,4,8511,0,8511,0.88,3775,62,0.676,0,"no"
"3210",717650133,"male",41,"graduate","single","60K-80K",5,"Blue",28,5,1,4,4821,1426,3395,0.898,3571,58,0.933,0.296,"no"
"3211",708707808,"male",57,"graduate","unknown","60K-80K",2,"Blue",45,4,1,2,2480,1584,896,0.874,3438,66,0.784,0.639,"no"
"3212",717331758,"male",44,"graduate","married",">120K",4,"Blue",32,6,3,4,34516,2517,31999,0.765,4228,83,0.596,0.073,"no"
"3213",801385458,"male",52,"uneducated","married",">120K",1,"Blue",46,5,2,4,8596,2019,6577,0.677,4017,80,0.6,0.235,"no"
"3214",710605458,"male",49,"highschool","married","60K-80K",2,"Blue",39,6,3,2,7223,1963,5260,0.852,4127,70,0.842,0.272,"no"
"3215",719570733,"male",52,"unknown","single","60K-80K",2,"Blue",39,3,2,3,1629,978,651,0.552,3766,83,0.694,0.6,"no"
"3216",708646233,"female",44,"unknown","divorced","unknown",1,"Blue",36,3,2,1,17116,1289,15827,0.559,3632,50,0.923,0.075,"no"
"3217",766006758,"male",63,"highschool","married","60K-80K",1,"Blue",56,3,2,4,7216,2321,4895,0.491,1734,38,0.583,0.322,"no"
"3218",710695083,"male",44,"college","single","60K-80K",3,"Silver",32,4,1,3,28397,1421,26976,0.635,1635,31,0.824,0.05,"no"
"3219",709224033,"male",53,"uneducated","single","60K-80K",4,"Blue",43,1,3,2,13720,0,13720,0.671,1830,36,0.241,0,"yes"
"3220",795991758,"female",47,"unknown","married","40K-60K",3,"Blue",41,5,3,3,7553,660,6893,0.549,4079,67,0.457,0.087,"no"
"3221",709381383,"male",49,"graduate","married","60K-80K",4,"Blue",36,4,6,2,2952,2517,435,0.809,3830,77,0.51,0.853,"no"
"3222",810321933,"male",35,"highschool","unknown","80K-120K",3,"Blue",30,5,3,3,11229,1054,10175,0.552,1898,36,1.571,0.094,"no"
"3223",716235783,"male",45,"college","married","40K-60K",3,"Blue",39,3,2,4,7109,866,6243,0.572,4047,75,0.667,0.122,"no"
"3224",758833758,"male",45,"unknown","married","40K-60K",4,"Blue",38,4,3,3,1862,845,1017,0.604,3520,68,0.889,0.454,"no"
"3225",713579733,"male",36,"college","single","60K-80K",2,"Blue",22,5,3,3,4511,754,3757,0.905,2597,71,0.919,0.167,"no"
"3226",804649833,"male",42,"post-graduate","married","40K-60K",3,"Blue",29,3,3,4,2533,1126,1407,0.788,3436,74,0.574,0.445,"no"
"3227",780971583,"male",46,"graduate","divorced",">120K",1,"Blue",30,6,2,2,2016,797,1219,1.108,3772,62,0.879,0.395,"no"
"3228",804673308,"male",49,"uneducated","married","40K-60K",5,"Blue",44,2,3,4,3893,0,3893,0.662,1866,37,0.947,0,"yes"
"3229",788747358,"male",50,"highschool","divorced","40K-60K",0,"Blue",29,5,3,2,5530,2034,3496,0.647,4836,68,0.744,0.368,"no"
"3230",713199558,"female",57,"doctorate","single","<40K",3,"Blue",44,5,3,2,1737,813,924,0.756,3669,58,0.812,0.468,"no"
"3231",713777883,"female",46,"graduate","divorced","unknown",0,"Blue",36,3,3,2,6853,1679,5174,0.975,3543,52,1,0.245,"no"
"3232",771081558,"male",55,"highschool","divorced",">120K",2,"Blue",42,3,2,2,34516,1190,33326,0.832,2862,78,0.733,0.034,"no"
"3233",710229333,"male",38,"college","single","40K-60K",2,"Blue",20,6,1,3,11068,1254,9814,0.418,3812,64,0.641,0.113,"no"
"3234",720406233,"female",35,"graduate","married","<40K",2,"Blue",36,5,2,4,5546,1829,3717,0.673,1770,46,1,0.33,"no"
"3235",767784708,"male",48,"doctorate","married","60K-80K",0,"Blue",41,2,3,4,7277,504,6773,0.582,2356,40,0.29,0.069,"yes"
"3236",712052058,"male",57,"graduate","single","40K-60K",3,"Blue",48,3,3,0,9426,1574,7852,0.791,4212,75,0.531,0.167,"no"
"3237",715278708,"male",55,"unknown","single","60K-80K",2,"Blue",36,5,3,1,1594,927,667,0.985,3851,65,0.806,0.582,"no"
"3238",827049558,"male",47,"graduate","unknown","80K-120K",2,"Blue",43,3,2,2,2158,1170,988,0.73,4421,89,0.679,0.542,"no"
"3239",710248233,"male",37,"college","single","40K-60K",3,"Blue",28,5,2,3,3490,1421,2069,1.125,3392,80,0.86,0.407,"no"
"3240",712146558,"female",48,"uneducated","married","<40K",5,"Blue",30,3,2,3,2364,1619,745,0.585,3230,65,0.711,0.685,"no"
"3241",715179933,"female",49,"highschool","married","unknown",2,"Blue",36,6,2,3,15704,0,15704,0.924,4253,91,0.685,0,"no"
"3242",709215708,"male",49,"post-graduate","unknown","60K-80K",2,"Blue",36,4,2,5,18253,2517,15736,0.91,3737,73,0.587,0.138,"no"
"3243",710668458,"female",48,"graduate","married","<40K",4,"Blue",36,5,3,0,3696,0,3696,0.916,3405,76,0.727,0,"no"
"3244",718828083,"male",52,"graduate","single","40K-60K",1,"Blue",43,4,3,3,8748,2284,6464,0.839,3533,73,0.587,0.261,"no"
"3245",720781158,"female",44,"uneducated","divorced","40K-60K",2,"Blue",27,4,2,3,5608,1243,4365,0.497,3829,74,0.396,0.222,"no"
"3246",716938383,"male",41,"unknown","married","80K-120K",4,"Blue",28,3,2,3,34516,0,34516,0.743,3811,61,0.743,0,"no"
"3247",709976358,"female",51,"unknown","single","<40K",1,"Blue",42,4,3,3,3236,0,3236,0.797,3952,80,0.739,0,"no"
"3248",715688958,"female",45,"post-graduate","single","<40K",2,"Blue",36,3,1,3,2736,2043,693,0.801,4550,84,0.75,0.747,"no"
"3249",721493883,"female",49,"unknown","single","<40K",4,"Blue",35,5,2,2,5195,0,5195,1.135,3313,69,0.769,0,"no"
"3250",709830783,"male",47,"unknown","single",">120K",5,"Silver",36,5,2,2,34516,1686,32830,0.937,4039,72,0.756,0.049,"no"
"3251",715354983,"male",44,"graduate","married","40K-60K",3,"Blue",35,6,3,1,6327,0,6327,0.666,3653,77,0.674,0,"no"
"3252",713532858,"male",42,"doctorate","unknown","80K-120K",2,"Blue",36,6,1,2,4728,1386,3342,0.756,4077,70,0.628,0.293,"no"
"3253",721295658,"male",62,"unknown","single","80K-120K",1,"Blue",55,6,1,4,34516,2517,31999,0.945,3975,63,0.537,0.073,"no"
"3254",720313083,"male",32,"unknown","single",">120K",1,"Blue",18,5,3,2,6276,2289,3987,0.637,2637,68,0.388,0.365,"no"
"3255",720724008,"male",43,"graduate","single","80K-120K",2,"Blue",36,4,1,4,13430,2356,11074,0.718,3717,67,0.675,0.175,"no"
"3256",712828533,"male",62,"graduate","single","60K-80K",1,"Blue",36,3,1,2,2796,0,2796,0.563,4820,74,0.644,0,"no"
"3257",717007458,"male",46,"graduate","married","40K-60K",2,"Blue",38,4,3,3,2457,1051,1406,0.982,3256,71,0.919,0.428,"no"
"3258",710728458,"female",62,"unknown","single","<40K",1,"Blue",36,3,3,2,7075,1396,5679,0.532,4409,75,0.531,0.197,"no"
"3259",717720108,"male",42,"graduate","married","80K-120K",2,"Blue",31,4,2,3,12386,980,11406,0.656,3274,69,0.568,0.079,"no"
"3260",720648483,"male",39,"college","single","80K-120K",4,"Blue",31,4,3,2,32210,1115,31095,0.62,1821,53,0.514,0.035,"no"
"3261",770146008,"male",59,"graduate","single","40K-60K",1,"Blue",53,4,3,2,2136,1502,634,0.648,1908,37,0.37,0.703,"no"
"3262",714829683,"male",43,"doctorate","single","80K-120K",2,"Blue",36,3,3,3,10851,1101,9750,0.702,3688,65,0.757,0.101,"no"
"3263",717015333,"male",52,"unknown","divorced",">120K",1,"Blue",41,6,1,2,2717,1953,764,0.809,3974,70,0.556,0.719,"no"
"3264",757837458,"female",59,"highschool","single","unknown",2,"Blue",52,4,2,4,3578,663,2915,0.674,4065,79,0.646,0.185,"no"
"3265",719240358,"male",60,"unknown","single","60K-80K",1,"Blue",50,4,3,0,10698,1790,8908,0.981,4095,67,0.914,0.167,"no"
"3266",719036883,"female",48,"uneducated","divorced","<40K",1,"Blue",38,3,3,2,4668,0,4668,0.896,4163,77,0.453,0,"no"
"3267",714000108,"female",40,"college","divorced","unknown",3,"Blue",36,5,2,4,6772,0,6772,0.483,3658,66,0.65,0,"no"
"3268",720786033,"male",55,"college","single","80K-120K",1,"Blue",42,5,2,4,10696,1206,9490,0.958,2489,38,0.9,0.113,"no"
"3269",708917133,"male",48,"highschool","single","80K-120K",3,"Blue",35,3,3,4,11851,0,11851,0.43,4498,73,0.622,0,"no"
"3270",818929158,"male",36,"doctorate","single","40K-60K",2,"Blue",31,3,3,2,11558,0,11558,0.545,2220,53,0.828,0,"no"
"3271",709513458,"male",49,"highschool","unknown","60K-80K",3,"Blue",36,3,2,2,9551,1833,7718,1.675,3213,52,1.476,0.192,"no"
"3272",717705858,"male",40,"highschool","unknown","80K-120K",2,"Blue",32,4,3,3,29923,0,29923,0.937,2528,52,0.793,0,"no"
"3273",716573058,"female",54,"doctorate","unknown","<40K",3,"Blue",36,3,3,4,1438.3,0,1438.3,0.499,1598,40,0.29,0,"yes"
"3274",827695683,"male",40,"uneducated","single",">120K",3,"Blue",36,4,2,5,34516,1329,33187,0.574,3906,77,0.51,0.039,"no"
"3275",819189108,"male",63,"college","single","80K-120K",0,"Blue",56,6,2,2,9033,0,9033,0.78,4456,85,0.635,0,"no"
"3276",716977758,"female",44,"uneducated","married","<40K",3,"Blue",36,2,3,1,3675,2517,1158,0.766,1913,35,0.667,0.685,"yes"
"3277",714901383,"male",44,"highschool","married","80K-120K",2,"Blue",38,6,3,3,9183,2191,6992,0.582,4503,69,0.643,0.239,"no"
"3278",718500633,"female",45,"unknown","married","<40K",4,"Blue",36,5,1,1,7924,1896,6028,1.161,3270,58,0.933,0.239,"no"
"3279",713516433,"female",36,"college","single","<40K",3,"Blue",36,6,1,0,5383,737,4646,0.956,2934,80,0.633,0.137,"no"
"3280",715140933,"female",45,"graduate","single","40K-60K",3,"Silver",39,5,2,4,21425,1459,19966,1.061,3704,60,0.538,0.068,"no"
"3281",712642533,"male",38,"unknown","unknown","80K-120K",3,"Blue",26,6,1,3,32866,2098,30768,0.549,3788,76,0.689,0.064,"no"
"3282",721498008,"female",44,"uneducated","single","<40K",3,"Blue",35,5,2,2,1438.3,0,1438.3,0.978,3966,57,0.781,0,"no"
"3283",717189183,"male",35,"doctorate","single","40K-60K",1,"Blue",24,6,3,2,10467,1961,8506,0.713,2665,65,0.667,0.187,"no"
"3284",708902883,"male",55,"graduate","single",">120K",2,"Blue",36,5,2,2,12856,0,12856,0.51,3364,61,0.564,0,"no"
"3285",817889583,"female",61,"graduate","single","40K-60K",0,"Blue",56,3,3,4,9721,0,9721,0.826,2260,46,1,0,"yes"
"3286",717242058,"female",43,"graduate","married","<40K",5,"Blue",39,2,3,4,3981,0,3981,0.764,2134,42,0.355,0,"yes"
"3287",715628733,"female",40,"unknown","single","<40K",4,"Blue",36,6,3,4,7587,0,7587,0.82,3157,59,0.844,0,"no"
"3288",716613933,"female",51,"highschool","single","40K-60K",3,"Blue",36,6,5,2,3417,1482,1935,0.705,3651,60,0.818,0.434,"no"
"3289",712709508,"female",48,"unknown","single","unknown",2,"Blue",40,3,3,4,8012,0,8012,0.596,2645,63,0.8,0,"no"
"3290",716306583,"male",64,"graduate","single","<40K",0,"Blue",36,3,3,5,3812,2517,1295,0.586,2325,45,0.731,0.66,"yes"
"3291",720026058,"male",49,"graduate","married","80K-120K",3,"Blue",36,6,1,3,21378,1284,20094,1.101,3526,64,0.684,0.06,"no"
"3292",756397458,"female",54,"graduate","single","<40K",1,"Silver",47,6,3,4,12873,0,12873,1.005,3170,70,0.842,0,"no"
"3293",712644483,"male",46,"highschool","single","60K-80K",3,"Blue",39,5,3,1,20229,1217,19012,0.741,4270,62,0.55,0.06,"no"
"3294",814489683,"female",34,"unknown","single","<40K",2,"Blue",29,3,1,0,5387,795,4592,0.837,2596,59,1.034,0.148,"no"
"3295",789111483,"male",46,"graduate","unknown","80K-120K",3,"Blue",34,5,3,4,16546,1850,14696,0.729,4255,75,0.562,0.112,"no"
"3296",709573533,"male",48,"uneducated","married","40K-60K",3,"Blue",34,5,1,2,11191,0,11191,0.58,3914,71,0.775,0,"no"
"3297",807137808,"male",45,"highschool","divorced","60K-80K",3,"Blue",40,4,1,2,17576,0,17576,0.667,3494,67,0.718,0,"no"
"3298",711861258,"female",65,"uneducated","single","<40K",1,"Blue",36,3,2,3,4182,0,4182,0.691,4046,57,0.629,0,"no"
"3299",716660583,"male",45,"graduate","single","40K-60K",0,"Blue",37,4,5,2,10271,1746,8525,0.661,3696,72,0.6,0.17,"no"
"3300",717222033,"female",40,"unknown","single","<40K",3,"Blue",28,3,1,4,1647,1198,449,0.76,4272,76,0.81,0.727,"no"
"3301",716617608,"female",50,"highschool","single","<40K",1,"Blue",36,6,3,3,1560,995,565,0.615,1936,58,0.657,0.638,"no"
"3302",716786808,"male",40,"post-graduate","single","60K-80K",5,"Blue",30,3,2,2,1659,0,1659,0.585,3838,66,0.692,0,"no"
"3303",718882008,"male",38,"highschool","single",">120K",1,"Blue",27,6,2,2,22487,889,21598,0.528,4960,73,0.46,0.04,"no"
"3304",770975133,"male",36,"graduate","unknown","<40K",0,"Blue",23,5,2,4,5403,1854,3549,0.712,4382,74,0.542,0.343,"no"
"3305",715234008,"female",54,"highschool","single","40K-60K",1,"Blue",36,6,3,3,4717,1590,3127,0.802,4216,67,0.595,0.337,"no"
"3306",709326183,"male",50,"highschool","single","60K-80K",2,"Blue",40,6,2,2,5180,1211,3969,0.809,3447,74,0.85,0.234,"no"
"3307",721233033,"male",50,"highschool","single","80K-120K",2,"Blue",38,1,2,3,4915,464,4451,0.242,1474,36,0.091,0.094,"yes"
